stock name,price,board,volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
EVERSENDAI CORPORATION BERHAD,0.620,Main,"121,988",06 Mar 2019,7:11 PM,31 Dec 2018,"492,496","21,006",2.51,30 Sep 2018,"432,206","16,848",1.68,30 Jun 2018,"389,772","8,060",1.38,31 Mar 2018,"391,276","27,489",3.41,31 Dec 2017,"1,830,427",-,-,"85,528","12,119","714,881",0,"281,243","273,359","1,922,013","195,274","64,695",0,"897,302",7.01,-,4.67,1.23,-
SEDANIA INNOVATOR BERHAD,0.120,Ace,200,06 Mar 2019,7:11 PM,31 Dec 2018,"2,103","-3,149",-1.40,30 Sep 2018,"2,057",-537,-0.24,30 Jun 2018,"2,327",-694,-0.31,31 Mar 2018,"5,857",23,0.01,31 Dec 2017,"27,297",-,-,"1,567",0,"3,505",0,16,"15,797","9,917",587,0,0,"32,729",8.03,-,5.74,3.5,-
SERSOL BERHAD,0.105,Ace,"5,501",06 Mar 2019,7:11 PM,31 Dec 2018,"6,093",-42,-0.02,30 Sep 2018,"4,170",105,0.05,30 Jun 2018,"3,771",-398,-0.18,31 Mar 2018,"3,985",-418,-0.19,31 Dec 2017,"18,066",-,-,272,0,"7,433",0,"3,354","5,995","4,384",0,0,0,"16,999",1.9,-,1.51,3.4,-
7-ELEVEN MALAYSIA HOLDINGS BERHAD,1.470,Main,"2,551",06 Mar 2019,7:11 PM,31 Dec 2018,"554,263","12,508",1.11,30 Sep 2018,"568,515","16,757",1.48,30 Jun 2018,"557,633","13,132",1.17,31 Mar 2018,"535,688","8,933",0.80,31 Dec 2017,"2,187,102",-,-,"50,107","35,298","350,404",1,"221,957","69,634","651,698","42,400","7,400",0,"74,034",3.65,-,2.29,0.63,-
SEG INTERNATIONAL BHD,0.630,Main,"1,464",06 Mar 2019,7:11 PM,31 Dec 2018,"62,135","7,484",0.60,30 Sep 2018,"65,461","15,745",1.27,30 Jun 2018,"65,551","13,565",1.10,31 Mar 2018,"59,177","5,323",0.43,31 Dec 2017,"256,286",-,-,"40,182","27,801","110,825",910,109,"83,506","131,637","34,250",0,0,"90,177",18.83,-,15.68,0.9,-
SIN HENG CHAN (MALAYA) BHD,0.440,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"7,537","-2,032",-1.54,30 Sep 2018,"12,994","-1,777",-1.40,30 Jun 2018,"6,207","-1,485",-1.24,31 Mar 2018,"5,799","-1,001",-0.83,31 Dec 2017,"18,047",-,-,-933,"96,406","8,891","26,531",684,"7,294","53,070","69,112",0,0,"81,542",14.17,-,-5.17,0.26,-
SHL CONSOLIDATED BHD,2.360,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"42,773","16,224",6.10,30 Sep 2018,"45,347","18,951",7.32,30 Jun 2018,"51,063","20,472",7.22,31 Mar 2018,"42,491","17,585",7.25,31 Mar 2018,"180,542",-,-,"69,124",0,"205,465","10,913","237,735","205,782","56,792",0,0,0,"852,046",45.64,-,38.29,11.35,-
SPRING GALLERY BERHAD,0.765,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"3,915",-970,-0.49,30 Sep 2018,"1,170","-2,097",-1.06,31 Dec 2017,"3,034",-598,-0.32,30 Sep 2017,"2,225",-909,-0.53,30 Jun 2018,"9,483",-,-,"-5,690","3,776","33,044",0,"29,121","11,427","3,321",0,0,0,"102,313",-61.5,-,-60,21.22,-
SERN KOU RESOURCES BHD,0.530,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"49,955","4,311",1.75,30 Sep 2018,"57,809","1,787",0.74,30 Jun 2018,"48,493",28,-0.06,31 Mar 2018,"48,399","3,123",1.30,30 Jun 2018,"172,995",-,-,"9,084",0,"59,965",0,"17,151","16,362","54,409","17,959",0,0,"76,413",8.56,-,5.25,1.65,-
SHH RESOURCES HOLDINGS BHD,0.500,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"29,235",-772,-1.05,30 Sep 2018,"28,972","-2,715",-5.05,30 Jun 2018,"25,270","-1,687",-2.94,31 Dec 2017,"30,255","-3,878",-7.39,30 Jun 2018,"119,082",-,-,"-9,548",0,"39,607",465,"23,620","15,802","20,824",0,0,0,"74,641",-9.86,-,-8.02,2.7,-
SIME DARBY BHD,2.170,Main,"65,270",06 Mar 2019,7:11 PM,31 Dec 2018,"9,423,000","337,000",4.70,30 Sep 2018,"8,845,000","238,000",3.30,31 Mar 2018,"8,294,000","148,000",2.00,31 Dec 2017,"8,815,000","344,000",4.50,30 Jun 2018,"40,808,000",-,-,"1,971,000","1,415,000","5,773,000","2,139,000","7,210,000","1,429,000","9,229,000","244,000","27,000",0,"14,759,000",7.22,-,4.83,1.57,-
SIG GASES BERHAD,0.860,Main,"5,323",06 Mar 2019,7:11 PM,31 Dec 2018,"19,519","1,652",0.88,30 Sep 2018,"21,507",835,0.45,30 Jun 2018,"18,805",841,0.45,31 Mar 2018,"18,745","1,669",0.89,31 Dec 2017,"76,018","10,518","5,288","4,234",303,"115,530","10,841","7,105","3,743","24,022","10,383",0,0,"125,191",7.2,3.41,5.57,1.51,0.11
SIME DARBY PLANTATION BERHAD,5.130,Main,"9,399",06 Mar 2019,7:11 PM,31 Dec 2018,"3,504,000","159,000",1.90,30 Sep 2018,"3,039,000","153,000",1.70,31 Mar 2018,"3,659,000","285,000",3.70,31 Dec 2017,"4,085,000","477,000",6.30,30 Jun 2018,"14,368,888",-,-,"1,851,779","2,824,541","17,742,040","1,033,007","1,570,577","363,238","2,997,987","5,395,204","213,209",0,"16,313,802",17.82,-,12.89,1.66,-
SIME DARBY PROPERTY BERHAD,1.080,Main,"11,399",06 Mar 2019,7:11 PM,31 Dec 2018,"788,808","-347,069",-5.10,30 Sep 2018,"480,337","35,890",0.40,30 Jun 2018,"617,365","91,562",0.70,31 Mar 2018,"550,671","28,716",0.50,30 Jun 2018,"2,353,104",-,-,"640,008","3,964","735,159","2,403,975","4,913,622","256,426","2,308,443","2,046,521","29,609",0,"9,965,424",30.88,-,27.2,3.11,-
SINOTOP HOLDINGS BERHAD,0.290,Main,5,06 Mar 2019,7:11 PM,31 Dec 2018,"29,163",-744,-0.19,30 Sep 2018,"29,305","1,508",0.38,30 Jun 2018,"31,910","4,074",0.62,30 Jun 2018,"31,910","4,074",0.62,30 Jun 2018,"217,506",-,-,122,"6,378","42,332","6,020","13,309","62,026","11,764",0,0,0,"182,251",1.19,-,0.06,11.49,-
SENI JAYA CORPORATION BHD,0.610,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"4,592","-1,074",-2.65,30 Sep 2018,"4,593",34,0.08,30 Jun 2018,"4,077",2,0.00,31 Mar 2018,"4,310",273,0.67,31 Dec 2017,"18,081",-,-,-77,0,"12,130",312,0,"8,587","7,198",0,0,0,"54,120",1.03,-,-0.43,5.6,-
SIGNATURE INTERNATIONAL BHD,0.390,Main,"5,410",06 Mar 2019,7:11 PM,31 Dec 2018,"40,974",805,0.20,30 Sep 2018,"40,745","1,353",0.60,30 Jun 2018,"64,079","-1,865",-1.30,31 Mar 2018,"54,195","3,834",1.60,30 Jun 2018,"225,997",-,-,"6,686",395,"86,888",0,"9,625","14,789","107,384","48,723",0,0,"179,656",7.28,-,2.96,1.78,-
SKP RESOURCES BHD,1.280,Main,"37,874",06 Mar 2019,7:11 PM,31 Dec 2018,"400,039","23,139",1.86,30 Sep 2018,"477,230","28,006",2.25,30 Jun 2018,"430,518","25,737",2.07,31 Mar 2018,"466,779","28,549",2.33,31 Mar 2018,"2,094,997",-,-,"126,754","16,337","184,735",239,"119,676","63,078","334,036",0,0,0,"556,971",7.54,-,6.05,2.1,-
SOUTH MALAYSIA INDUSTRIES BHD,0.165,Main,690,06 Mar 2019,7:11 PM,31 Dec 2018,"17,511","6,946",3.38,30 Sep 2018,"17,939","-1,834",-0.74,30 Jun 2018,"14,195","-2,661",-1.13,31 Dec 2017,"19,267","1,577",-0.17,31 Dec 2017,"64,078",-,-,"28,401",0,"12,387","28,789","19,447","26,537","38,593","13,510",0,0,"163,663",50.27,-,44.32,1.92,-
SKB SHUTTERS CORPORATION BHD,0.550,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"20,839","2,137",5.34,30 Sep 2018,"16,539",413,1.03,30 Jun 2018,"14,341",-576,-1.44,31 Mar 2018,"14,607",116,0.29,30 Jun 2018,"64,278",-,-,"1,975",0,"95,990",0,"30,822","7,865","33,751","40,870",0,0,"79,544",9.82,-,3.07,1.78,-
SINMAH CAPITAL BERHAD,0.160,Main,"16,614",06 Mar 2019,7:11 PM,31 Dec 2018,"31,660","-14,278",-6.53,30 Sep 2018,"40,049","-14,647",-12.72,30 Jun 2018,"41,018","-5,005",-8.09,31 Mar 2018,"69,284","-5,222",-8.50,31 Dec 2017,"299,532","-16,735","35,305","15,028","2,286","11,038",0,"31,228","3,815","146,274","15,656",0,0,"110,897",12.33,14.53,5.02,1.66,0.41
SMIS CORPORATION BHD,0.460,Main,0,06 Mar 2019,7:11 PM,31 Dec 2018,"33,349","-2,861",-6.32,30 Sep 2018,"32,584",571,0.15,30 Jun 2018,"29,618",-234,-1.43,31 Dec 2017,"31,604","-1,288",-4.35,31 Dec 2017,"138,559","6,014","-1,628","-4,671","12,818","45,381",0,"16,153","8,257","39,361","10,394",0,0,"76,770",-2.69,-5.81,-3.37,1.7,0.21
SMTRACK BERHAD,0.085,Ace,"25,255",06 Mar 2019,7:11 PM,31 Oct 2018,425,36,0.02,31 Jul 2018,661,"-4,367",-3.04,30 Apr 2018,375,-420,-0.29,31 Jan 2018,0,-519,-0.50,31 Jul 2018,"1,510",-,-,"-3,873",0,196,0,0,21,"1,756",0,0,0,"12,694",-256.36,-,-256.49,8.12,-
SMRT HOLDINGS BERHAD,0.120,Ace,800,06 Mar 2019,7:11 PM,31 Dec 2018,"43,568","4,975",1.36,31 Dec 2018,"43,568","4,975",1.36,30 Sep 2018,"45,192","-4,057",-0.57,30 Jun 2018,"26,106","-8,328",-1.45,31 Dec 2017,"101,615",-,-,"97,571","4,351","5,111","129,159",703,"5,633","43,339","11,702",0,0,"149,799",101.6,-,96.02,1.53,-
SAND NISKO CAPITAL BERHAD,0.235,Main,294,06 Mar 2019,7:11 PM,31 Dec 2018,"3,447","-1,273",-1.93,30 Sep 2018,"3,084",-354,-0.54,30 Jun 2018,"3,005",-936,-1.42,31 Mar 2018,"5,097",-257,-0.39,31 Dec 2017,"26,066",-,-,"-3,743",0,"33,411",0,"3,150",419,"8,576",0,0,0,"27,206",-15.07,-,-14.36,0.87,-
SOLUTION ENGINEERING HOLDINGS,0.095,Ace,"2,286",06 Mar 2019,7:11 PM,31 Dec 2018,"4,443","-1,129",-0.35,30 Sep 2018,"3,081",-446,-0.15,30 Jun 2018,"3,059",-739,-0.25,31 Mar 2018,"2,516","-1,250",-0.36,31 Dec 2017,"24,334",-,-,"7,978",78,"9,747","1,020","1,163","15,169","3,052","2,998",0,0,"43,792",41.16,-,32.79,12.9,-
SOLID AUTOMOTIVE BHD,0.305,Main,326,06 Mar 2019,7:11 PM,31 Oct 2018,"35,862",715,0.18,31 Jul 2018,"29,493",136,0.03,30 Apr 2018,"30,482",53,0.01,31 Jan 2018,"35,853","1,429",0.37,30 Apr 2018,"129,241",-,-,"2,661",0,"47,083",103,"51,727","10,436","24,767","1,930",0,0,"140,313",3.87,-,2.06,4.35,-
SLP RESOURCES BHD,1.280,Main,"1,112",06 Mar 2019,7:11 PM,31 Dec 2018,"47,358","7,266",2.29,31 Mar 2018,"44,169","5,170",1.63,30 Sep 2018,"52,171","6,228",1.96,30 Jun 2018,"44,371","6,589",2.08,31 Dec 2017,"180,131","27,782","23,544","19,213",22,"62,071",257,"27,128","64,759","18,409",0,0,0,"168,306",13.55,12.83,10.67,7.16,0
SARAWAK OIL PALMS BHD,2.780,Main,"2,500",06 Mar 2019,7:11 PM,31 Dec 2018,"983,281","6,337",1.22,31 Dec 2018,"983,281","6,337",1.22,30 Sep 2018,"870,342","19,258",3.11,30 Jun 2018,"774,907","12,737",1.85,31 Dec 2017,"4,913,351",-,-,"238,779","173,139","2,578,203",0,"371,944","639,177","918,550","791,061",0,0,"2,201,686",8.49,-,4.86,1.55,-
SENTORIA GROUP BERHAD,0.410,Main,175,06 Mar 2019,7:11 PM,31 Dec 2018,"73,193","4,054",0.74,30 Sep 2018,"63,509","-2,290",-0.41,30 Jun 2018,"66,897","7,126",1.27,31 Mar 2018,"75,257","12,164",2.15,30 Sep 2017,"280,415","66,148","54,267","38,029",3,"422,902","7,524","186,766","38,038","349,059","221,192",0,0,"447,421",19.56,8.94,13.56,1.36,0.38
SP SETIA BHD,2.190,Main,"16,724",06 Mar 2019,7:11 PM,31 Dec 2018,"1,019,115","128,172",0.86,30 Sep 2018,"993,002","98,442",1.67,30 Jun 2018,"925,970","491,237",11.48,31 Mar 2018,"655,502","80,444",1.70,31 Dec 2017,"4,571,543","1,442,938","1,406,914","969,093","15,497","425,120","2,463,085","3,522,830","5,579,300","8,701,130","4,914,092",0,0,"13,798,219",30.78,8.06,21.2,1.43,0.25
SELANGOR PROPERTIES BHD,6.230,Main,708,06 Mar 2019,7:11 PM,31 Oct 2018,"46,513",-993,-0.29,31 Jul 2018,"39,357","33,202",9.66,30 Apr 2018,"38,724","6,631",1.93,31 Jan 2018,"28,690","-40,936",-11.91,31 Oct 2017,"140,165","109,248","105,657","92,599",0,"54,448","23,675","139,069","304,131","310,664","4,894",0,0,"2,540,227",90.31,3.67,66.06,3.84,0.09
SILVER RIDGE HOLDINGS BHD,0.230,Ace,"28,240",06 Mar 2019,7:11 PM,31 Dec 2018,"5,632","-1,272",-0.34,30 Sep 2018,"3,308",-934,-0.77,30 Jun 2018,"3,371","3,682",3.04,31 Mar 2018,"4,735",-595,-0.49,30 Jun 2018,"27,284",-,-,617,3,"1,155",274,"1,793","6,336","14,673",0,0,0,"10,133",4.4,-,2.26,1.18,-
SOUTHERN STEEL BHD,0.795,Main,"1,251",06 Mar 2019,7:11 PM,31 Dec 2018,"809,508","-44,386",-10.24,30 Sep 2018,"929,035","1,812",0.41,30 Jun 2018,"888,636","35,476",8.12,31 Mar 2018,"953,368","52,300",12.07,30 Jun 2018,"3,698,191",-,-,"210,847","30,256","1,156,271","16,239","842,202","54,550","1,261,357","189,958","31,632",0,"972,087",7.37,-,5.7,0.95,-
STAR MEDIA GROUP BERHAD,0.785,Main,"2,654",06 Mar 2019,7:11 PM,31 Dec 2018,"93,041","-8,917",-1.23,30 Sep 2018,"91,123","1,576",0.21,30 Jun 2018,"99,489","1,448",0.19,31 Mar 2018,"109,027","11,389",1.53,31 Dec 2017,"674,532","220,604","49,165","90,293","43,024","330,061","10,660","25,607","480,807","250,422",0,0,0,"875,273",10.9,8.54,13.39,2.51,0.09
STRAITS INTER LOGISTICS BERHAD,0.250,Ace,"58,360",06 Mar 2019,7:11 PM,31 Dec 2018,"105,763","2,925",0.28,30 Sep 2018,"69,390","1,043",0.25,30 Jun 2018,"44,198",741,0.19,31 Mar 2018,"36,441",536,0.17,31 Dec 2017,"134,567",-,-,"2,526",0,"6,103",0,"1,072","2,790","7,075",0,0,0,"36,656",2.19,-,1.88,5.32,-
STONE MASTER CORPORATION BHD,0.115,Main,110,06 Mar 2019,7:11 PM,31 Dec 2018,"11,469",-385,-0.43,30 Sep 2018,"9,531","-1,581",-1.76,30 Jun 2018,"9,624","-1,497",-1.67,31 Mar 2018,"13,615",-889,-0.99,30 Sep 2017,"54,056","-2,388","-3,631","-4,655",0,"17,519",28,"4,729","5,093","41,417","2,814",0,0,"3,170",-6.44,-85.62,-8.61,0.58,0.26
SUBUR TIASA HOLDINGS BHD,0.500,Main,50,06 Mar 2019,7:11 PM,31 Oct 2018,"86,914",230,0.06,31 Jul 2018,"70,398","-13,028",-7.00,30 Apr 2018,"57,748","-3,541",-1.90,31 Jan 2018,"83,109",-883,-0.50,31 Jul 2018,"322,163",-,-,"-19,110","2,720","914,727","25,321","110,736","11,222","593,869","9,322",0,0,"605,365",2.88,-,-5.93,0.43,-
SUIWAH CORPORATION BHD,2.670,Main,183,06 Mar 2019,7:11 PM,30 Nov 2018,"97,180",-604,-1.06,31 Aug 2018,"101,058","2,496",4.36,31 May 2018,"99,543","4,933",8.70,28 Feb 2018,"115,535","2,897",5.06,31 May 2018,"416,188",-,-,"11,689","10,269","202,987","14,680","75,408","18,022","138,130","37,193",0,0,"230,713",4.55,-,2.81,1.14,-
SUNWAY CONSTRUCTION GROUP BERHAD,1.780,Main,"7,749",06 Mar 2019,7:11 PM,31 Dec 2018,"626,015","36,830",2.83,30 Sep 2018,"557,317","36,501",2.82,30 Jun 2018,"544,275","35,878",2.78,31 Mar 2018,"529,228","35,823",2.77,31 Dec 2017,"2,076,290","203,567","166,731","137,830","5,864","149,844",273,"24,429","487,240","1,325,337",0,0,0,"554,845",8.68,26.29,6.64,1.3,0.15
SUMATEC RESOURCES BHD,0.010,Main,"14,523",06 Mar 2019,7:11 PM,30 Sep 2018,0,"-1,116",-0.03,30 Jun 2018,"1,492","-1,258",-0.03,31 Mar 2018,"1,492",457,0.01,31 Mar 2018,"1,492",457,0.01,31 Dec 2017,"29,041",-,-,"-113,947","298,954","1,383",0,0,"1,395","311,785",0,0,0,"539,122",-366.61,-,-392.37,0.94,-
SUNWAY REAL ESTATE INVT TRUST,1.760,Main,"3,770",06 Mar 2019,7:11 PM,31 Dec 2018,"139,500","66,445",2.25,30 Sep 2018,"143,741","73,009",2.48,30 Jun 2018,"136,252","207,113",7.04,31 Mar 2018,"141,515","70,352",2.38,30 Jun 2018,"560,406",-,-,"427,691",0,"13,591",0,0,"57,559","2,786,457","299,750",0,0,"4,353,236",95.35,-,76.32,0.08,-
SUNSURIA BERHAD,0.640,Main,90,06 Mar 2019,7:11 PM,31 Dec 2018,"82,947","12,726",1.34,30 Sep 2018,"133,763","29,708",3.11,30 Jun 2018,"107,819","33,057",3.19,31 Mar 2018,"139,074","36,944",3.80,30 Sep 2017,"398,479","137,129","137,905","90,748","12,381","23,414",870,"335,877","167,486","240,062","166,592",0,0,"796,076",35.42,12.23,22.77,2.66,0.14
SUNWAY BERHAD,1.640,Main,"21,526",06 Mar 2019,7:11 PM,31 Dec 2018,"1,370,200","208,858",3.96,30 Sep 2018,"1,444,573","166,897",2.99,30 Jun 2018,"1,287,062","215,766",4.09,31 Dec 2017,"1,722,898","205,972",3.82,31 Dec 2017,"5,375,396","1,058,752","926,360","639,499","327,223","2,051,110","3,710,560","1,714,710","4,426,632","7,966,228","3,348,110",0,0,"8,487,461",20.51,7.65,11.9,1.18,0.41
SUNZEN BIOTECH BHD,0.170,Ace,"4,384",06 Mar 2019,7:11 PM,31 Dec 2018,"76,354","-7,825",-1.55,30 Sep 2018,"101,627","-1,441",-0.24,30 Jun 2018,"51,516","2,798",0.53,31 Mar 2018,"70,932",-469,-0.09,31 Dec 2017,"303,450",-,-,"3,474",0,"37,670",0,"6,086","47,400","17,483",150,0,0,"99,720",1.35,-,1.14,4.66,-
SUPERLON HOLDINGS BHD,1.400,Main,"6,416",06 Mar 2019,7:11 PM,31 Oct 2018,"27,051","4,228",2.66,31 Jul 2018,"25,720","2,848",1.79,30 Apr 2018,"25,357","1,382",0.87,30 Apr 2018,"25,357","1,382",0.87,30 Apr 2018,"109,385",-,-,"12,266","1,413","78,480","2,083","21,507","20,296","15,538","6,387",0,0,"118,012",14.87,-,11.21,4.08,-
SUPERMAX CORPORATION BHD,1.520,Main,"40,602",06 Mar 2019,7:11 PM,31 Dec 2018,"385,101","38,721",5.82,30 Sep 2018,"367,052","35,969",5.48,30 Jun 2018,"329,456","11,487",1.49,31 Mar 2018,"327,069","34,091",5.06,30 Jun 2018,"1,304,460",-,-,"106,655","28,716","895,466","201,007","187,847","145,170","566,214","61,226",0,0,"1,022,711",13.48,-,8.18,1.01,-
SARAWAK PLANTATION BHD,1.540,Main,110,06 Mar 2019,7:11 PM,31 Dec 2018,"89,283","1,098",0.42,30 Sep 2018,"83,620","9,236",3.34,30 Jun 2018,"66,948","2,327",0.86,31 Mar 2018,"70,936","-1,795",-0.62,31 Dec 2017,"399,177",-,-,"-10,253","330,734","368,093",0,"16,975","104,400","85,328","109,875",0,0,"618,477",1.14,-,-2.57,1.9,-
SURIA CAPITAL HOLDINGS BHD,1.380,Main,206,06 Mar 2019,7:11 PM,31 Dec 2018,"85,544","7,956",2.30,30 Sep 2018,"91,540","15,500",5.38,30 Jun 2018,"96,187","15,207",5.28,31 Mar 2018,"127,272","14,283",4.96,31 Dec 2017,"332,658",-,-,"48,919","780,381","60,680",0,"4,650","71,395","84,972",0,123,0,"1,052,896",21.52,-,14.71,2.21,-
SUCCESS TRANSFORMER CORP BHD,0.720,Main,"13,124",06 Mar 2019,7:11 PM,31 Dec 2018,"88,757","7,177",2.53,30 Sep 2018,"81,193","6,117",2.37,30 Jun 2018,"73,989","-8,616",-2.76,31 Mar 2018,"76,159",157,0.44,30 Jun 2018,"326,143",-,-,"7,160","6,921","120,283",593,"107,359","36,354","92,979","13,681",0,0,"339,097",4.63,-,2.2,2.99,-
SWS CAPITAL BERHAD,0.665,Main,105,06 Mar 2019,7:11 PM,30 Nov 2018,"31,936","-1,259",-0.72,31 Aug 2018,"33,846","-1,349",-0.77,31 May 2018,"35,243","1,603",1.08,28 Feb 2018,"29,227","-1,868",-1.29,31 Aug 2017,"144,864","14,268","10,963","8,555",0,"93,775",0,"36,240","13,596","68,264","12,918",0,0,"100,707",8.64,9.12,5.91,1.32,0.29
SYCAL VENTURES BHD,0.225,Main,295,06 Mar 2019,7:11 PM,31 Dec 2018,"15,665","1,163",0.27,30 Sep 2018,"17,351",197,0.04,30 Jun 2018,"12,133",120,0.02,31 Mar 2018,"13,418","1,465",0.41,31 Dec 2017,"82,904",-,-,"2,451",0,"26,403",60,"50,155","10,076","198,690","48,135",0,0,"257,536",9.16,-,2.96,2.33,-
SYF RESOURCES BHD,0.220,Main,"1,403",06 Mar 2019,7:11 PM,31 Oct 2018,"62,763","-3,725",-0.60,31 Jul 2018,"48,953","-5,081",-0.79,30 Apr 2018,"57,855","-10,313",-1.30,31 Jan 2018,"63,886","-3,756",-0.61,31 Jul 2018,"303,599",-,-,"-14,124",0,"110,803",0,"110,716","46,197","123,386","18,129",0,0,"295,406",-0.61,-,-4.65,2.62,-
SYSTECH BHD,0.230,Ace,170,06 Mar 2019,7:11 PM,31 Dec 2018,"6,467",508,0.14,30 Sep 2018,"6,667",497,0.12,30 Jun 2018,"9,067","1,194",0.23,31 Dec 2017,"6,731",453,0.14,31 Mar 2018,"22,541",-,-,"1,310","41,470","6,230",251,29,"5,801","5,709","6,091",0,0,"52,218",11.22,-,5.81,2.29,-
SYMPHONY LIFE BERHAD,0.410,Main,"4,124",06 Mar 2019,7:11 PM,31 Dec 2018,"74,813","21,282",5.24,30 Sep 2018,"21,805","16,512",5.76,30 Jun 2018,"41,981","15,513",5.46,31 Mar 2018,"25,006","3,254",1.35,31 Mar 2018,"122,956",-,-,"33,154","10,345","15,456","126,078","513,019","37,049","289,119","357,627",0,0,"631,475",39.31,-,26.96,2.62,-
SHIN YANG SHIPPING CORP BHD,0.315,Main,"9,874",06 Mar 2019,7:11 PM,31 Dec 2018,"177,630","-5,660",-0.50,30 Sep 2018,"159,687","2,102",0.19,30 Jun 2018,"174,415","4,701",0.29,31 Mar 2018,"175,736","6,804",0.54,30 Jun 2018,"619,053",-,-,"23,657","2,064","1,200,140","3,856","44,739","77,044","411,053","54,118",0,0,"1,184,768",7.8,-,3.82,1.23,-
TADMAX RESOURCES BERHAD,0.235,Main,"13,140",06 Mar 2019,7:11 PM,31 Dec 2018,"51,768","3,196",0.41,30 Sep 2018,"46,170","4,225",0.55,30 Jun 2018,"41,069",118,0.02,31 Mar 2018,"32,980","-2,331",-0.42,31 Dec 2017,"99,883",-,-,"-33,676","232,179","120,515","59,388","88,435","3,334","129,249","37,747",0,0,"321,746",-33.13,-,-33.72,1.36,-
TAFI INDUSTRIES BHD,0.300,Main,31,06 Mar 2019,7:11 PM,31 Dec 2018,"5,203",-975,-1.26,30 Sep 2018,"6,999",-956,-1.23,30 Jun 2018,"5,196","-1,428",-1.84,31 Mar 2018,"5,499","-1,254",-1.62,31 Dec 2017,"28,227",259,"-3,024","-3,024",416,"27,765",663,"7,787","6,411","4,330","2,277",0,0,"49,157",-9.96,-5.97,-10.71,4.97,0.06
TA GLOBAL BHD,0.255,Main,"3,158",06 Mar 2019,7:11 PM,31 Dec 2018,"189,678","-149,413",-2.81,30 Sep 2018,"609,515","66,407",1.25,30 Jun 2018,"160,003","8,093",0.15,31 Mar 2018,"973,614","230,152",4.32,31 Dec 2017,"745,059",-,-,"140,468","310,435","2,355,738","277,910","786,800","745,827","2,550,119","363,691","3,567",0,"3,109,941",31.91,-,18.85,0.79,-
TALAM TRANSFORM BERHAD,0.040,Main,"109,120",06 Mar 2019,7:11 PM,31 Oct 2018,"15,356","-3,946",-0.10,31 Jul 2018,"14,568","-5,428",-0.13,30 Apr 2018,"9,557","-5,001",-0.12,31 Jan 2018,"25,736","-5,613",-0.13,31 Jan 2018,"56,685",-,-,"-23,404",0,508,"112,029","55,266","6,486","288,561","57,667",0,0,"374,754",-6.9,-,-41.29,1.02,-
TALIWORKS CORPORATION BHD,0.860,Main,"1,218",06 Mar 2019,7:11 PM,31 Dec 2018,"97,930","56,158",2.70,30 Sep 2018,"98,361","22,608",0.98,30 Jun 2018,"97,046","19,660",1.44,31 Dec 2017,"131,696","14,133",0.53,31 Dec 2017,"368,640","106,320","73,969","29,083","1,258,537","16,050","302,615","1,276","111,490","227,315","416,516","13,617",0,"1,327,870",19.62,2.13,7.89,1.57,0.18
T7 GLOBAL BERHAD,0.550,Main,"99,300",06 Mar 2019,7:11 PM,31 Dec 2018,"44,874","4,783",1.16,31 Dec 2018,"44,874","4,783",1.16,30 Sep 2018,"52,743","2,116",0.51,30 Jun 2018,"57,325","2,055",0.49,31 Dec 2017,"204,495",-,-,"1,883","2,410","29,479","7,971","9,695","84,062","125,726","7,187",0,0,"151,842",5.03,-,0.92,1.94,-
TAMBUN INDAH LAND BERHAD,0.760,Main,"2,685",06 Mar 2019,7:11 PM,31 Dec 2018,"42,868","12,860",2.97,30 Sep 2018,"48,245","16,080",3.71,30 Jun 2018,"48,139","15,096",3.48,31 Mar 2018,"40,079","11,360",2.62,31 Dec 2017,"282,099",-,-,"84,051",0,"3,476","26,462","210,860","105,284","97,056","68,536",0,0,"583,097",40.49,-,29.79,4.49,-
TASCO BERHAD,1.420,Main,492,06 Mar 2019,7:11 PM,31 Dec 2018,"184,694","3,205",1.57,30 Sep 2018,"191,098","2,789",1.36,30 Jun 2018,"181,635","5,168",2.54,31 Mar 2018,"169,501","5,100",2.52,31 Mar 2018,"710,209",-,-,"29,398","81,864","386,393","4,909",0,"80,418","157,731","200,901",0,0,"363,709",7.32,-,4.14,1.74,-
TANCO HOLDINGS BHD,0.055,Main,"12,240",06 Mar 2019,7:11 PM,31 Dec 2018,"1,797","-3,096",-0.46,30 Sep 2018,"1,075","-3,703",-0.55,30 Jun 2018,"31,550",847,0.13,31 Mar 2018,"5,438",-978,-0.34,30 Jun 2018,"19,971",-,-,"1,136",0,"70,450",111,"66,437","10,846","65,707","41,377",0,0,"160,247",18.19,-,5.69,1.26,-
